2  23032
1 1 0.000540465 -2.90625 -2.90625 -0.341699 -0.341699 
1 1 0.000617794 -2.71875 -2.90625 -0.340617 -0.364108 
1 1 0.000617536 -2.90625 -2.71875 -0.364108 -0.340617 
1 1 0.000712227 -2.71875 -2.71875 -0.364496 -0.364496 
1 1 0.000704797 -2.53125 -2.90625 -0.33778 -0.387822 
1 1 0.000803898 -2.34375 -2.90625 -0.332867 -0.412755 
1 1 0.000821551 -2.53125 -2.71875 -0.363085 -0.38998 
1 1 0.000945681 -2.34375 -2.71875 -0.359497 -0.417016 
1 1 0.000705743 -2.90625 -2.53125 -0.387822 -0.33778 
1 1 0.000821078 -2.71875 -2.53125 -0.38998 -0.363085 
1 1 0.00080382 -2.90625 -2.34375 -0.412755 -0.332867 
1 1 0.000946135 -2.71875 -2.34375 -0.417016 -0.359497 
1 1 0.000956997 -2.53125 -2.53125 -0.390336 -0.390336 
1 1 0.00091494 -2.15625 -2.90625 -0.325532 -0.438761 
1 1 0.000915285 -2.90625 -2.15625 -0.438761 -0.325532 
1 1 0.000915052 2.15625 -2.90625 0.325532 -0.438761 
1 1 0.000804668 2.34375 -2.90625 0.332867 -0.412755 
1 1 0.000704629 2.53125 -2.90625 0.33778 -0.387822 
1 1 0.000946551 2.34375 -2.71875 0.359497 -0.417016 
1 1 0.000821059 2.53125 -2.71875 0.363085 -0.38998 
1 1 0.000617906 2.71875 -2.90625 0.340617 -0.364108 
1 1 0.000540342 2.90625 -2.90625 0.341699 -0.341699 
1 1 0.000712203 2.71875 -2.71875 0.364496 -0.364496 
1 1 0.000617222 2.90625 -2.71875 0.364108 -0.340617 
1 1 0.000957367 2.53125 -2.53125 0.390336 -0.390336 
1 1 0.00082117 2.71875 -2.53125 0.38998 -0.363085 
1 1 0.000705214 2.90625 -2.53125 0.387822 -0.33778 
1 1 0.000946352 2.71875 -2.34375 0.417016 -0.359497 
1 1 0.000804567 2.90625 -2.34375 0.412755 -0.332867 
1 1 0.000915281 2.90625 -2.15625 0.438761 -0.325532 
1 1 0.00091534 -2.90625 2.15625 -0.438761 0.325532 
1 1 0.00080408 -2.90625 2.34375 -0.412755 0.332867 
1 1 0.000945103 -2.71875 2.34375 -0.417016 0.359497 
1 1 0.000704473 -2.90625 2.53125 -0.387822 0.33778 
1 1 0.000820668 -2.71875 2.53125 -0.38998 0.363085 
1 1 0.000955713 -2.53125 2.53125 -0.390336 0.390336 
1 1 0.000617653 -2.90625 2.71875 -0.364108 0.340617 
1 1 0.000712092 -2.71875 2.71875 -0.364496 0.364496 
1 1 0.000540495 -2.90625 2.90625 -0.341699 0.341699 
1 1 0.000617234 -2.71875 2.90625 -0.340617 0.364108 
1 1 0.00082124 -2.53125 2.71875 -0.363085 0.38998 
1 1 0.000945952 -2.34375 2.71875 -0.359497 0.417016 
1 1 0.000704762 -2.53125 2.90625 -0.33778 0.387822 
1 1 0.000803654 -2.34375 2.90625 -0.332867 0.412755 
1 1 0.00091476 -2.15625 2.90625 -0.325532 0.438761 
1 1 0.00091469 2.90625 2.15625 0.438761 0.325532 
1 1 0.000914852 2.15625 2.90625 0.325532 0.438761 
1 1 0.000957025 2.53125 2.53125 0.390336 0.390336 
1 1 0.000945735 2.71875 2.34375 0.417016 0.359497 
1 1 0.000804355 2.90625 2.34375 0.412755 0.332867 
1 1 0.000820599 2.71875 2.53125 0.38998 0.363085 
1 1 0.000705346 2.90625 2.53125 0.387822 0.33778 
1 1 0.000946421 2.34375 2.71875 0.359497 0.417016 
1 1 0.000820753 2.53125 2.71875 0.363085 0.38998 
1 1 0.000803736 2.34375 2.90625 0.332867 0.412755 
1 1 0.000705197 2.53125 2.90625 0.33778 0.387822 
1 1 0.000712089 2.71875 2.71875 0.364496 0.364496 
1 1 0.000617353 2.90625 2.71875 0.364108 0.340617 
1 1 0.000617859 2.71875 2.90625 0.340617 0.364108 
1 1 0.000540284 2.90625 2.90625 0.341699 0.341699 
1 1 0.000257456 -2.39062 -2.57812 -0.381811 -0.411757 
1 1 0.00027723 -2.29688 -2.57812 -0.379996 -0.426526 
1 1 0.000279002 -2.39062 -2.48438 -0.396643 -0.412198 
1 1 0.000301256 -2.29688 -2.48438 -0.395292 -0.427561 
1 1 0.00025724 -2.57812 -2.39062 -0.411757 -0.381811 
1 1 0.000278794 -2.48438 -2.39062 -0.412198 -0.396643 
1 1 0.000277005 -2.57812 -2.29688 -0.426526 -0.379996 
1 1 0.000301521 -2.48438 -2.29688 -0.427561 -0.395292 
1 1 0.00030238 -2.39062 -2.39062 -0.412041 -0.412041 
1 1 0.000327842 -2.29688 -2.39062 -0.411213 -0.427997 
1 1 0.00032772 -2.39062 -2.29688 -0.427997 -0.411213 
1 1 0.000356454 -2.29688 -2.29688 -0.427757 -0.427757 
1 1 0.000240003 -2.01562 -2.95312 -0.311553 -0.456462 
1 1 0.000254987 -1.92188 -2.95312 -0.305675 -0.469696 
1 1 0.000262804 -2.01562 -2.85938 -0.325072 -0.461148 
1 1 0.000279901 -1.92188 -2.85938 -0.319329 -0.4751 
1 1 0.000251366 -2.20312 -2.76562 -0.348007 -0.436859 
1 1 0.000268995 -2.10938 -2.76562 -0.344041 -0.451076 
1 1 0.000273817 -2.20312 -2.67188 -0.362407 -0.439515 
1 1 0.000293967 -2.10938 -2.67188 -0.358746 -0.454412 
1 1 0.000287688 -2.01562 -2.76562 -0.339303 -0.465555 
1 1 0.00030716 -1.92188 -2.76562 -0.333738 -0.480257 
